part_number,manufacturer,price_field,quantity_field
70480,109,841.61,4911180
70580,109,445.51,4911080
70680,109,308.51,4907880
70880,109,659.11,4912280
70980,109,659.11,4912180
71080,109,670.31,4907780
71180,109,433.61,4912980
71280,109,517.91,4913080
71380,109,266.71,4891180
71480,109,266.71,4891080
71580,109,826.01,4901680
71680,109,991.61,4872280
71780,109,473.21,4907580
71980,109,473.21,4907480
72180,109,761.71,4868180
72280,109,761.71,4868080
72380,109,292.41,4911380
72480,109,292.41,4911280
72880,109,768.41,4881380
72980,109,18.71,4880280
73080,109,341.51,4880580
73180,109,341.51,4880480
73280,109,218.61,4881480
73380,109,56.11,4880980
73480,109,125.71,4880880
73780,109,171.81,4881580
73880,109,800.41,4880680
73980,109,472.71,4904780
74080,109,219.91,4910380
74180,109,550.21,4867980
74280,109,572.01,4868980
74480,109,435.61,4868780
74580,109,135.71,4898480
74980,109,754.51,2477480
75080,109,754.51,2477780
75880,109,22.71,2960980
76680,109,34.11,1586380
76880,109,217.41,1586480
77780,109,59.11,6361880
78080,109,671.11,3731580
78180,109,111.61,3731580
802XT,109,77.81,2405880
74780,110,80.81,4150280
74980,110,546.91,7405980
75080,110,535.61,7405880
77980,110,88.31,7704780
79580,110,412.31,1738480
797XH,110,165.51,4238680
798XH,110,15.31,4238580
94280,110,246.31,1942880
07780,111,249.92,7689980
17680,111,249.92,7689880
17880,111,249.92,7689780
17980,111,249.92,7689680
18280,111,625.02,7690380
18580,111,595.02,7690280
18680,111,595.02,7690180
18780,111,595.02,7690080
20080,111,402.61,3126080
20280,111,59.11,328180
27580,111,780.71,2163280
27680,111,880.01,6349280
27780,111,598.51,6353880
27880,111,607.31,6334780
27980,111,906.81,2163480
28080,111,696.01,2161080
28380,111,213.71,2163680
28480,111,641.91,6345580
28580,111,843.51,2163780
28680,111,247.91,1639180
28780,111,656.01,2162580
28880,111,397.91,1638980
28980,111,54.91,2161480
29080,111,929.21,6349580
29180,111,943.41,2163980
29480,111,682.81,6350880
29580,111,943.41,2164080
29680,111,412.01,2163080
29880,111,740.81,1638780
30180,111,497.41,1482380
30280,111,795.62,1482480
30480,111,33.92,1482680
30580,111,98.31,1482780
30680,111,35.72,1482880
31380,111,261.51,1483580
31480,111,611.22,1483680
34480,111,883.01,2376680
34580,111,815.61,2376780
34680,111,534.71,2376880
35380,111,886.01,6445880
35580,111,46.22,7694680
36280,111,625.81,2149680
38480,111,595.02,7692180
38580,111,249.92,7692080
38980,111,595.02,7690380
39080,111,249.92,7689980
39680,111,595.02,7690280
39780,111,249.92,7689880
39880,111,277.71,9812280
39980,111,249.92,7690180
40080,111,249.92,7689780
40280,111,625.02,7690080
40380,111,249.92,7689680
40580,111,240.01,7863580
40680,111,676.71,7863780
40780,111,404.31,7862380
40880,111,436.81,3603380
40980,111,384.81,7873980
41080,111,481.41,7873780
42480,111,42.01,5847380
42580,111,134.01,3247880
44080,111,595.02,7692080
44380,111,595.02,7689980
44780,111,595.02,7690280
44880,111,595.02,7689880
45680,111,344.11,1584380
45780,111,739.61,1584480
45880,111,672.01,9682980
45980,111,841.01,9683180
46080,111,642.81,9683080
46180,111,907.21,9683280
46380,111,600.41,6353680
46480,111,249.92,7690180
46580,111,595.02,7689780
46980,111,595.02,7690080
47080,111,595.02,7689680
57180,111,580.51,7300
57480,111,444.71,4474480
58880,111,455.41,4477680
59280,111,438.81,4478380
72080,111,435.41,2593480
72680,111,576.91,3381680
727XH,111,765.21,2409580
73780,111,599.51,7330080
73980,111,600.51,3123780
74080,111,650.21,7311680
75080,111,721.01,3128380
76480,111,771.01,1375780
77280,111,354.71,2910880
79180,111,46.22,7690880
79480,111,707.31,7438580
79780,111,551.21,1673380
83480,111,99.71,2426080
83580,111,99.71,2426180
83780,111,281.71,2426280
83880,111,281.71,2426380
857XH,111,331.71,2409680
88580,111,552.31,724480
88680,111,409.41,724580
96880,111,709.72,373380
96980,111,523.42,373280
97080,111,673.52,373880
97180,111,739.62,6276780
97280,111,348.81,1679580
97380,111,539.91,6340180
97680,111,46.22,7690980
97780,111,997.42,1554880
98380,111,712.41,8038380
98480,111,654.41,8038480
00280,112,553.71,728380
00380,112,553.71,728480
00480,112,249.92,7691480
04980,112,191.71,6877780
05380,112,46.22,7691280
067XT,112,946.01,2399180
06880,112,768.51,6451080
16980,112,856.01,8483580
32280,112,944.21,5084980
32380,112,525.61,5084880
32480,112,609.91,5054480
32580,112,893.81,5054380
34480,112,815.31,373680
34580,112,806.61,373580
34780,112,407.61,1234680
41780,112,939.01,103314
42180,112,868.61,817780
42280,112,868.61,817880
42880,112,814.81,4234280
42980,112,105.91,3424380
43080,112,605.41,3424280
43180,112,826.61,3424280
45980,112,963.11,9949280
470XT,112,435.81,6145080
471XT,112,441.61,6145180
48080,112,782.51,1882380
48580,112,902.21,1882480
48780,112,492.31,1882580
48980,112,501.51,1880080
49280,112,679.81,1880180
49380,112,490.71,1880280
49580,112,143.01,1885380
49680,112,320.81,1882680
50080,112,970.41,1880380
50180,112,926.51,1882780
50280,112,726.81,1882880
50380,112,869.21,1882980
50480,112,842.41,1883080
51280,112,128.81,1880480
51680,112,453.31,1883180
51780,112,351.01,1883280
52180,112,634.11,1883380
52380,112,134.31,1883580
52580,112,435.21,1883680
52880,112,836.01,1883780
52980,112,691.11,1883880
53080,112,505.11,1880580
53280,112,999.01,1880680
53480,112,749.61,1884080
53880,112,66.81,1884180
53980,112,510.41,1884280
54080,112,376.61,1880780
54180,112,897.51,1884380
54380,112,224.81,1880880
54980,112,289.01,1884480
55480,112,308.31,1884580
55580,112,477.31,1881080
55680,112,394.91,1884680
55880,112,457.11,1884780
56080,112,5.71,1884880
56380,112,657.21,1881280
56480,112,426.71,1881380
56580,112,865.21,1884980
56680,112,363.21,1885080
56880,112,15.81,1881480
56980,112,707.11,1881580
57080,112,745.51,1885180
57180,112,102.71,1881680
57480,112,982.51,1885280
57780,112,475.11,1879480
57880,112,948.51,1879580
57980,112,662.31,1881880
58180,112,892.61,1881980
58280,112,102.31,1882080
58380,112,393.61,1879680
58480,112,424.91,1879780
58780,112,682.91,1882180
58880,112,674.21,7184980
58980,112,96.01,1879880
59180,112,770.31,1882280
59380,112,672.61,1879980
59580,112,440.71,8212080
598ZD,112,410.31,9852480
639ZD,112,109.31,9852580
68280,112,646.11,3695480
68380,112,951.01,3695580
68480,112,843.41,3695780
69080,112,582.11,6764680
69380,112,516.52,9091180
69580,112,516.51,5256880
71080,112,402.61,3224780
77480,112,519.11,8169480
78780,112,266.31,1267280
78880,112,626.01,3831780
78980,112,755.61,8183780
79080,112,886.11,7754580
80380,112,333.41,1896480
80480,112,848.31,1896580
81180,112,351.71,1281080
81480,112,402.51,8183880
81680,112,905.61,8183980
81780,112,666.51,7819080
84480,112,136.81,9230180
87280,112,565.91,1267780
89880,112,342.11,2478380
90180,112,1.91,9983480
92780,112,95.51,2841280
93980,112,205.61,6186180
94780,112,767.41,1294880
94980,112,767.41,1295080
01580,113,608.91,540480
04780,113,668.11,7872380
04880,113,595.01,1892780
05280,113,625.81,3709580
06980,113,739.41,2478380
07880,113,326.01,4073580
08180,113,867.31,5691280
18380,113,538.71,1960880
18780,113,564.71,5425580
18880,113,788.41,3217480
20180,113,208.41,3098780
20280,113,79.31,5399180
20380,113,954.81,3706180
20780,113,858.81,635080
29880,113,954.21,9788580
31180,113,392.11,6340480
31280,113,335.11,5154580
31480,113,164.71,7886480
31780,113,589.31,6340680
31880,113,663.22,3838980
32780,113,564.71,2176780
39980,113,588.91,2847480
40080,113,523.31,2847680
40580,113,702.91,3128080
40680,113,653.91,3128180
40780,113,129.01,3128280
40880,113,949.41,3128380
43180,113,937.81,9179980
44680,113,848.51,1770980
45380,113,388.21,3236880
45480,113,490.41,3237080
45580,113,539.11,3237280
45680,113,508.01,3237580
45780,113,633.11,3237580
45880,113,147.11,3234380
45980,113,305.41,3234580
46080,113,221.11,3234680
46180,113,245.91,3236480
46280,113,358.41,3236580
46380,113,344.81,3236680
46480,113,338.51,3236780
46580,113,381.81,3236980
46680,113,521.11,3237180
46780,113,612.71,3237480
46880,113,620.01,3237880
46980,113,104.11,3237980
47080,113,862.01,3238080
47180,113,597.61,3238080
47280,113,656.51,3236480
47380,113,706.21,3236680
47680,113,768.51,3238180
47780,113,804.61,3238180
47880,113,925.81,3237380
47980,113,969.21,3237280
48080,113,870.31,3237480
48180,113,865.41,3237580
48280,113,585.41,5454080
48380,113,505.01,5454080
48480,113,546.01,5454280
48580,113,523.51,5454480
48680,113,558.11,5454580
48780,113,577.61,5454680
48880,113,613.21,5454780
48980,113,626.31,5454880
49080,113,652.11,5454880
49180,113,711.11,5454980
49280,113,844.01,5455080
49380,113,847.41,5455180
49480,113,931.21,5455380
49580,113,930.21,5455380
49680,113,346.81,3236180
49780,113,364.31,3235680
49880,113,499.71,3235680
49980,113,541.61,5454280
50080,113,582.01,5454480
50180,113,708.61,5454580
50280,113,748.61,5454680
50380,113,132.31,5454880
50480,113,740.31,5454980
50580,113,763.61,5455080
50680,113,132.31,5455380
50780,113,663.31,3233680
50880,113,790.41,3233780
50980,113,686.71,3233780
51080,113,931.21,3233880
51180,113,687.21,3233880
51280,113,329.71,3235080
51380,113,406.71,3235180
51580,113,296.61,3235480
51680,113,363.81,3234580
51780,113,304.91,3235780
51880,113,489.51,3235980
51980,113,448.51,3234480
52080,113,407.61,3234880
52180,113,413.51,3234980
52280,113,354.61,3235580
52380,113,395.91,3235880
52680,113,296.11,3234380
52780,113,369.61,3236280
52980,113,482.21,3234680
53080,113,270.81,3234680
53280,113,423.71,3235380
53380,113,288.31,3234180
53480,113,304.91,3234580
53680,113,359.41,3235480
53780,113,634.11,3236380
53880,113,438.81,3236080
53980,113,862.51,3237180
54180,113,742.71,5454980
54280,113,865.91,5455180
54380,113,814.81,5455180
54480,113,288.81,3236180
54580,113,371.61,3236280
54680,113,394.01,3234780
54780,113,757.31,3234280
55080,113,388.21,3236880
55180,113,508.01,3237080
55380,113,558.11,3237280
55480,113,494.31,3237580
55580,113,617.11,5455180
55680,113,152.01,3234380
55780,113,316.11,3234580
55880,113,228.91,3234680
55980,113,254.71,3236480
56080,113,378.91,3236580
56180,113,357.01,3236680
56280,113,357.51,3236780
56380,113,395.01,3236980
56480,113,545.51,3237180
56580,113,639.51,3237480
56680,113,544.51,3237880
56780,113,881.51,3237980
56880,113,720.31,3238080
56980,113,498.71,3238080
57080,113,667.71,3236480
57180,113,563.51,3236680
57280,113,854.71,1347480
57380,113,697.41,1347580
57480,113,642.41,3238180
57580,113,642.41,3238180
57680,113,772.91,3237380
57780,113,772.91,3237280
57880,113,704.21,3237480
58080,113,605.91,5454080
58180,113,505.51,5454080
58280,113,541.61,5454280
58380,113,541.61,5454480
58480,113,577.61,5454580
58580,113,577.61,5454680
58680,113,612.71,5454780
58780,113,648.21,5454880
58880,113,721.31,5454880
58980,113,735.91,5454980
59080,113,865.91,5455080
59180,113,873.71,5455180
59280,113,963.81,5455380
59380,113,955.51,5455380
59580,113,290.31,3235680
59680,113,499.71,3235680
59780,113,542.11,5454280
59880,113,541.61,5454480
59980,113,761.21,5454580
60080,113,774.91,5454680
60180,113,132.31,5454880
60280,113,774.91,5454980
60380,113,790.41,5455080
60480,113,132.31,5455380
60580,113,686.71,3233680
60680,113,790.91,3233780
60780,113,686.71,3233780
60880,113,974.51,3233880
60980,113,685.71,3233880
61080,113,341.41,3235080
61180,113,338.51,3235180
61280,113,357.51,3235280
61380,113,265.41,3235480
61480,113,373.51,3234580
61580,113,290.81,3235780
61680,113,483.61,3235980
61780,113,464.11,3234480
61880,113,407.61,3234880
61980,113,332.61,3234980
62080,113,366.71,3235580
62180,113,326.81,3235880
62280,113,93.41,1352480
62480,113,242.01,3234380
62580,113,294.61,3236280
62680,113,724.71,1352880
62880,113,228.91,3234680
62980,113,324.81,1353180
63080,113,423.71,3235380
63180,113,302.01,3234180
63680,113,451.01,3236080
63780,113,863.01,3237180
63880,113,863.01,1354080
63980,113,742.71,5454980
64080,113,873.71,5455180
64280,113,295.61,3236180
64380,113,295.61,3236280
64480,113,407.61,3234780
64580,113,604.91,3234280
64680,113,311.21,1354880
64780,113,295.61,1354980
65380,113,373.61,2542280
65480,113,373.61,2542680
65580,113,959.31,2543080
65680,113,146.91,2543380
68980,113,560.01,2068580
69180,113,135.51,2068680
69280,113,561.41,2068980
71980,113,318.31,1587180
72180,113,949.41,1586580
72380,113,556.01,1586780
76780,113,206.41,4174280
76880,113,463.01,4174380
76980,113,745.91,4174480
77080,113,745.91,4174580
77780,113,98.82,9094580
81280,113,791.91,7922880
81380,113,791.41,7923580
81480,113,454.82,1381780
81880,113,571.31,4209080
84880,113,576.61,7402380
97080,113,148.41,6440380
97380,113,314.11,2650480
05980,114,186.21,3980780
06080,114,346.71,1981780
08880,114,83.21,2050080
10280,114,509.21,2050780
23280,114,899.91,9367780
25080,114,63.62,4201280
25280,114,72.31,6996080
25980,114,892.52,4201280
27680,114,885.11,8337180
30280,114,973.11,3688480
32580,114,969.81,4581080
32780,114,525.61,1921180
45280,114,970.71,1443580
48580,114,605.01,2181380
48680,114,876.41,2181480
48880,114,876.42,2744980
56280,114,605.71,7274980
56380,114,180.11,7250480
56480,114,560.41,7257180
56580,114,705.11,7259480
56780,114,190.31,7272480
56980,114,974.01,7264880
57180,114,841.41,7257080
57280,114,880.01,7272480
57380,114,613.41,7273980
57480,114,139.01,7265080
57580,114,754.71,7273180
57780,114,93.21,7281780
57880,114,421.11,7274580
57980,114,314.51,7247680
58080,114,773.11,7280480
58180,114,590.01,7249280
58280,114,963.81,7248980
58380,114,165.41,7254780
58480,114,23.21,7252480
58580,114,543.91,7248380
58680,114,876.01,7282480
58780,114,782.01,7249880
58880,114,252.11,7281880
58980,114,220.71,7270180
59080,114,895.01,7257880
59180,114,854.71,7267580
59280,114,151.31,7273880
59380,114,167.41,7253880
59480,114,318.41,7254280
59580,114,39.31,7254680
59680,114,422.11,7281380
59780,114,66.61,7278580
59980,114,387.01,7265980
60080,114,254.41,7260680
60280,114,873.21,7250880
60380,114,398.21,7256280
60480,114,196.61,7257680
60580,114,25.71,7257380
60680,114,955.51,7267780
60780,114,283.31,7268480
60880,114,317.91,7252980
60980,114,816.21,7275880
61080,114,214.11,7253980
61180,114,726.61,7255080
61280,114,730.01,7258680
61380,114,256.51,7254380
61480,114,911.71,3063780
61580,114,840.11,7267680
61680,114,802.61,7269780
61780,114,456.71,7279680
61880,114,74.91,7256880
61980,114,838.21,7278280
62080,114,874.71,7272280
62180,114,627.11,7259180
62280,114,693.01,7269280
62380,114,968.21,7266380
62480,114,762.71,7280180
62680,114,75.81,7258980
62780,114,61.71,3054380
62880,114,708.51,7265880
62980,114,372.31,7266880
63080,114,77.81,7268680
63180,114,888.71,7283780
63280,114,421.61,7277280
63480,114,630.11,7269880
63580,114,780.41,7284280
63780,114,289.01,7263380
63880,114,456.71,7269480
63980,114,41.31,7284380
64080,114,543.41,7266980
64180,114,837.51,7280080
64280,114,233.61,7272780
64380,114,490.31,7259380
64480,114,976.31,7265780
64580,114,214.61,7265680
64680,114,144.01,7267380
64780,114,179.11,7263580
64880,114,247.61,7277580
64980,114,565.31,7268080
65080,114,669.71,7247580
65180,114,497.61,7252580
65280,114,380.71,7275280
65380,114,779.11,7267480
65480,114,630.51,7278680
65580,114,542.91,7260380
65680,114,434.81,7249180
65780,114,336.41,7275780
65880,114,990.51,7255780
65980,114,613.41,7261880
66080,114,725.51,7256180
66180,114,435.81,7263880
66280,114,550.71,7258880
66380,114,608.11,7260280
66480,114,436.71,7258180
66580,114,999.71,7281980
66680,114,99.11,7265580
66780,114,469.31,7265380
66880,114,967.71,7267280
66980,114,136.61,7284480
67080,114,100.01,7263280
67180,114,564.81,7255180
67280,114,206.41,7271680
67380,114,908.11,7263080
67480,114,523.91,7279180
67580,114,701.71,7255480
67680,114,415.31,7258780
67780,114,255.41,7259080
67880,114,968.71,7261680
67980,114,87.91,7270680
68080,114,928.11,7256580
68180,114,866.91,7262880
68280,114,721.11,7258280
68380,114,933.61,7258480
68680,114,339.81,3129180
68780,114,543.61,3129180
68880,114,893.51,3129280
68980,114,203.81,3129380
69080,114,735.81,3129480
69180,114,420.51,3129580
69280,114,972.51,3129680
69380,114,470.51,3129780
69480,114,908.51,3129880
69580,114,568.71,3129980
69680,114,414.51,3130080
69780,114,996.81,3130180
69880,114,306.61,3130280
69980,114,686.71,3127080
70080,114,271.51,3130480
70180,114,286.61,3130580
70280,114,225.51,3130680
70380,114,724.51,3130780
70480,114,313.41,3130880
70580,114,459.71,3130980
70680,114,521.31,3131080
70780,114,73.61,3131180
70880,114,633.81,3131280
70980,114,598.91,3131380
71080,114,591.01,3131480
71180,114,910.61,3131580
71280,114,329.91,3131680
71380,114,438.91,3131780
71480,114,367.01,3131880
71580,114,857.81,3131980
71680,114,219.21,3132080
71780,114,139.31,3132180
71880,114,139.31,3132280
71980,114,986.91,3132380
72080,114,528.11,3132480
72180,114,235.31,3132580
72280,114,716.11,3132680
72380,114,106.21,3132780
72480,114,696.61,3132880
72580,114,953.11,3132980
72680,114,777.01,3133080
72780,114,881.41,3133180
72880,114,494.41,3133280
72980,114,2.31,3143480
73080,114,536.31,3133380
73180,114,686.41,3133480
73280,114,144.11,3133580
73380,114,573.31,3133680
73480,114,203.61,3133780
73580,114,338.51,3133880
73680,114,462.01,3133980
73780,114,271.31,3127280
73880,114,886.71,3134180
73980,114,937.61,3134280
74080,114,955.11,3134380
74180,114,454.41,3134480
74280,114,401.91,3134580
74380,114,482.31,3134680
74480,114,937.71,3134780
74580,114,267.81,3143580
74680,114,552.21,3134880
74780,114,947.31,3134980
74880,114,102.71,3135080
74980,114,730.41,3135180
75080,114,10.41,3135280
75180,114,886.71,3135380
75280,114,458.51,3135480
75380,114,301.21,3135580
75480,114,28.01,3135680
75580,114,76.71,3135780
75680,114,901.81,3135880
75780,114,562.71,3135980
75880,114,225.31,3136080
75980,114,827.81,3136180
76080,114,568.21,3136280
76180,114,84.41,3136380
76280,114,44.01,3136480
76380,114,897.81,3136580
76480,114,454.41,3136680
76580,114,534.51,3136780
76680,114,583.21,3136880
76780,114,508.81,3136980
76880,114,886.71,3137080
76980,114,616.81,3137180
77080,114,826.81,3137280
77180,114,315.31,3137380
77280,114,359.11,3137480
77380,114,345.01,3137580
77480,114,510.41,3137680
77580,114,953.11,3137780
77680,114,254.41,3137880
77780,114,117.91,3137980
77880,114,746.31,3138080
77980,114,897.61,3138180
78080,114,390.81,3138280
78180,114,41.81,3138380
78280,114,506.11,3138480
78380,114,311.31,3138580
78480,114,834.31,3138680
78580,114,454.41,3138780
78680,114,33.72,3138880
78780,114,583.21,3138980
78880,114,756.51,3139080
78980,114,746.31,3139180
79080,114,681.11,3139280
79180,114,616.61,3139380
79280,114,616.61,3139480
79380,114,525.81,3139580
79480,114,521.31,3139680
79580,114,108.21,3139780
79680,114,376.01,3139880
79780,114,980.41,3139980
79880,114,683.01,3140080
79980,114,509.61,3140180
80080,114,699.61,3140280
80180,114,389.51,3140380
80280,114,566.11,3140480
80380,114,973.91,3140580
80480,114,893.51,3140680
80580,114,142.91,3140780
80680,114,890.51,3140880
80780,114,626.01,3140980
80880,114,209.51,3141080
80980,114,956.81,3141180
81080,114,603.51,3141280
81180,114,181.21,3141380
81280,114,622.51,3141480
81380,114,754.61,3141580
81480,114,370.21,3134580
81580,114,931.71,3141780
81680,114,342.11,3141880
81780,114,41.81,3126180
81880,114,868.61,3142080
81980,114,317.01,3142180
82080,114,792.81,3142280
85980,114,161.32,3166380
86080,114,187.42,3166480
88780,114,432.21,3160580
89080,114,518.81,3160680
89180,114,671.31,3160780
89280,114,305.61,3160880
89880,114,433.51,3161080
89980,114,549.71,3161180
90080,114,257.01,3161280
90280,114,573.21,3161380
90680,114,78.11,3161680
91180,114,754.01,3161980
91380,114,266.31,3162180
91480,114,198.11,3162280
91580,114,159.01,3162380
91680,114,884.61,3162480
91780,114,682.21,3162580
91980,114,935.51,3162780
92180,114,749.91,3162980
92680,114,188.01,3163080
92780,114,729.11,3163180
92980,114,229.51,3163380
93080,114,573.31,3163480
93680,114,686.61,3163680
94080,114,908.51,3163880
94280,114,229.41,3163980
94480,114,229.41,3164080
95980,114,480.41,3164280
96180,114,682.01,3164380
99580,114,545.11,9573780
99680,114,38.11,2176180
997ZD,114,990.31,2413480
99980,114,701.21,70480
00880,115,641.81,7267680
01780,115,452.01,4150780
07780,115,939.81,9615780
080ZD,115,600.51,2413580
08180,115,821.51,9988880
09280,115,775.21,6717680
09480,115,973.11,7704980
09580,115,479.51,7704580
09780,115,543.12,8564680
09980,115,842.31,3068180
10280,115,52.61,3068580
12680,115,130.91,2471380
12780,115,814.81,4209180
13080,115,344.41,2382780
20980,115,127.61,1586980
21080,115,759.21,1587080
227ZD,115,25.21,2413180
22880,115,176.21,4329580
22980,115,587.01,3188180
27080,115,702.32,7689680
27180,115,46.22,7689780
27280,115,249.92,7689880
27380,115,46.22,7689980
27480,115,249.92,7692080
27580,115,886.02,7689680
27680,115,46.22,7689780
27780,115,249.91,7689880
27880,115,259.22,7689980
27980,115,46.21,7692080
28580,115,973.11,7704980
28680,115,564.01,7704580
288XT,115,644.81,2400380
28980,115,94.12,7691480
291CL,115,600.51,2400280
29280,115,625.02,7688780
293CL,115,390.11,2400080
29480,115,249.92,7690080
29580,115,249.92,7690180
29680,115,249.92,7690280
29780,115,249.92,7690380
29880,115,249.92,3818280
29980,115,249.92,7690080
30080,115,249.92,7690180
30180,115,249.92,7690280
30380,115,249.92,7690380
30480,115,249.92,7692180
305XT,115,600.51,2414080
306XT,115,600.51,2413980
30880,115,155.02,8029680
31780,115,644.81,2424380
31880,115,644.81,2424480
31980,115,600.51,2424580
34780,115,116.31,1091580
35080,115,583.91,72680
35580,115,674.21,1746880
35780,115,675.21,1747080
35880,115,799.51,1747180
39780,115,938.01,2878080
40380,115,446.11,6399880
42080,115,828.51,7834880
42780,115,600.51,2394880
43080,115,600.51,2394780
43180,115,600.51,2394580
44480,115,600.51,2424680
44580,115,600.51,2424780
44680,115,600.51,2424880
44780,115,600.51,2424980
47180,115,889.71,9086280
48980,115,604.61,6247680
49080,115,872.41,74680
49980,115,849.71,7415580
50180,115,368.11,7834480
51080,115,953.51,6051480
51180,115,953.51,1737580
52980,115,599.31,1193480
553XN,115,83.31,2409980
554XH,115,990.31,2409380
555XN,115,83.31,2410080
556XN,115,389.81,2409780
557XH,115,389.81,2409480
558XN,115,389.81,2409880
559XH,115,990.31,2410780
560XN,115,644.81,2410980
561XH,115,600.51,2410680
58080,115,729.91,7219280
58180,115,729.91,2335880
602XT,115,600.51,2402880
603XT,115,600.51,2402980
604XT,115,600.51,2403180
605XT,115,441.21,2403080
606XT,115,600.51,2403280
60780,115,135.41,2965280
60980,115,135.41,6337780
61080,115,47.42,3709780
61180,115,135.41,7878480
61280,115,135.41,2965280
61680,115,914.21,6717380
62080,115,625.81,3709580
62180,115,468.42,7698380
63480,115,59.12,9093480
64080,115,516.52,9094080
64180,115,607.32,9094380
666XT,115,644.81,2405780
671XT,115,600.51,2405980
67280,115,59.12,9092880
67880,115,163.71,2885980
67980,115,540.21,2857880
69280,115,373.61,1629580
71280,115,439.51,2339580
715XT,115,600.51,2406180
716XT,115,600.51,2406080
717XT,115,600.51,2406280
753XT,115,25.21,2877380
78480,115,607.31,4292180
79180,115,638.61,9745680
79580,115,402.61,6768580
809XT,115,25.21,2877280
82980,115,604.11,9834480
83080,115,315.81,9834280
83980,115,423.91,2587480
84280,115,318.21,2587380
84580,115,665.51,3578580
84680,115,630.91,3578580
87580,115,686.21,5454880
87680,115,697.41,5454880
87780,115,772.91,5454980
87880,115,844.01,5455080
88080,115,955.51,5455380
88180,115,790.91,5455080
88280,115,686.21,5454880
88380,115,721.81,5454880
88480,115,793.41,5454980
88580,115,873.71,5455080
88780,115,955.51,5455380
88880,115,790.91,5455080
06580,116,906.31,2382580
07480,116,35.22,7689180
07580,116,869.52,7689580
07680,116,485.61,5155780
07780,116,59.12,9092280
07980,116,59.12,9091980
08180,116,59.11,7017580
08380,116,59.12,9091280
08580,116,22.61,3121580
08680,116,522.61,7978480
08980,116,67.01,1608880
18080,116,672.31,1370280
19080,116,811.71,1369780
19180,116,4.61,1369580
19480,116,908.61,1370180
20680,116,719.21,1369180
20780,116,122.11,1751880
21280,116,483.71,6884180
22380,116,180.31,3815980
22880,116,180.31,2773880
23080,116,715.81,2863380
26980,116,371.71,3353480
27080,116,371.71,3353180
27380,116,900.31,3352880
27480,116,900.31,3352580
28580,116,371.71,1750180
29980,116,59.11,4199480
30280,116,59.11,4199580
30480,116,59.11,4199080
30580,116,59.11,4199280
34680,116,589.31,9987880
36780,116,585.91,1636880
36980,116,579.71,2145480
38280,116,402.61,4199380
38380,116,831.62,3448680
38480,116,461.62,3448780
38580,116,849.62,3448880
38680,116,438.92,3448980
38780,116,755.52,3449080
38880,116,920.12,3449180
38980,116,466.32,3449280
39080,116,280.32,3449380
39180,116,660.92,3449480
39280,116,488.42,3449580
39380,116,768.62,3449680
39480,116,87.02,3449780
39580,116,370.82,3449880
39680,116,991.92,3449980
39780,116,884.42,3450080
40680,116,4.62,3450980
40780,116,17.72,3451080
40880,116,498.42,3451180
40980,116,290.72,3451580
41080,116,841.12,3451680
41180,116,891.62,3451780
41280,116,592.52,3451880
41380,116,799.92,3451980
41480,116,182.92,3452080
41580,116,267.32,3452180
41680,116,699.42,3452280
41780,116,50.72,3452380
41880,116,512.72,3452480
41980,116,667.82,3452580
42080,116,941.92,3452680
42280,116,316.42,3448480
42380,116,239.52,3448580
42580,116,294.82,3453580
42680,116,758.32,3453680
42780,116,387.42,3453780
43680,116,414.52,3454380
43780,116,392.62,3454480
43880,116,997.12,3454580
43980,116,385.02,3454680
44080,116,930.62,3454780
44180,116,32.72,3454880
44280,116,24.12,3454980
47380,116,754.51,2439980
50480,116,882.01,3180380
50580,116,636.91,3223180
52580,116,683.71,6717780
53480,116,459.51,6717280
53880,116,254.31,6390580
539CL,116,441.21,2413380
540ZD,116,600.51,2412980
543CL,116,189.91,2412580
544ZD,116,600.51,2412880
545CL,116,990.31,2412480
55480,116,644.81,2382880
55580,116,644.81,2383080
55880,116,84.41,3825580
560ZD,116,600.51,2413480
562CL,116,990.31,2413280
563ZD,116,600.51,2413080
568CL,116,189.91,2412680
57580,116,884.91,2382680
57680,116,781.21,2382980
58780,116,711.91,8171
60680,116,627.31,1660880
61180,116,963.81,5455380
61280,116,963.81,5455380
61380,116,955.51,5455380
61480,116,955.51,5455380
62680,116,552.01,7418280
62780,116,682.01,7418380
63080,116,277.91,6619580
63180,116,277.91,6619680
65080,116,504.81,1376880
65180,116,557.31,1376880
65480,116,999.91,1802180
68780,116,44.81,6778080
77380,116,167.51,2478380
78380,116,223.01,7122980
81380,116,480.51,3446280
81880,116,106.71,2532580
83680,116,170.52,7684780
83780,116,170.52,7684880
83880,116,327.32,7684980
83980,116,327.32,7685080
84080,116,983.32,7685180
84280,116,843.82,7685280
84380,116,983.32,7685380
84480,116,734.62,7685480
84680,116,327.32,7685580
84780,116,327.32,7685680
84880,116,327.32,7685780
85080,116,734.62,7685880
85180,116,983.32,7685980
85280,116,187.72,7686080
85380,116,327.32,7686180
85480,116,327.32,7686280
85580,116,187.72,7686380
85680,116,327.32,7686480
85780,116,187.72,7686580
85880,116,327.32,7686680
86080,116,327.32,7686880
86180,116,983.32,7686980
86280,116,170.52,7687080
86380,116,327.32,7687180
86580,116,983.32,7687280
86680,116,983.32,7687380
86780,116,327.32,7687480
86880,116,983.32,7687580
86980,116,327.32,7687680
87080,116,734.62,7687780
87680,116,71.12,7687980
87780,116,170.52,7688080
